"Schub_x","Schub_y"
14.0178,1850.5008,
14.0294,1806.889,
14.041,1711.893,
14.0526,1854.387,
14.0642,1610.6359,
14.0759,1824.3769,
14.0875,1642.3732,
14.0991,1623.5899,
14.1108,1671.3038,
14.1223,1496.6407,
14.1339,1698.0754,
14.1456,1416.3259,
14.1572,1484.3344,
14.1688,1376.3844,
14.1804,1233.0268,
14.192,1283.5474,
14.2036,958.402,
14.2152,1137.599,
14.2269,849.8043,
14.2385,798.2042,
14.2501,763.4443,
14.2617,455.7868,
14.2733,611.6666,
14.2848,299.0434,
14.2965,364.8929,
14.3081,247.4433,
14.3197,110.9945,
14.3313,290.8392,
14.343,24.4186,
14.3546,198.0022,
14.3661,0.0219,
14.3778,17.2939,
14.3894,112.7217,
14.401,-63.6686,
14.4126,207.2859,
14.4242,-14.0116,
14.4358,112.2899,
14.4474,25.0663,
14.459,-73.1682,
14.4707,147.0498,
14.4823,-149.3809,
14.4939,78.3936,
14.5055,-82.4519,
14.5171,-42.0786,
14.5287,75.8028,
14.5403,-119.1549,
14.552,134.7435,
14.5635,-77.2703,
14.5752,55.7241,
14.5868,16.4303,
14.5984,-78.3498,
14.61,154.6063,
14.6216,-82.236,
14.6332,87.2455,
14.6449,-61.2937,
14.6565,-21.784,
14.6681,56.3718,
14.6797,-151.324,
14.6913,96.961,
14.7029,-119.5867,
14.7145,46.4404,
14.7261,31.9751,
14.7378,-64.3163,
14.7494,126.3234,
14.761,-119.3708,
14.7726,102.7903,
14.7842,-1.7053,
14.7958,21.8278,
14.8074,116.8238,
14.819,-99.0762,
14.8306,143.5954,
14.8422,-106.8486,
14.8539,11.2487,
14.8655,19.237,
14.877,-74.4636,
14.8887,116.392,
14.9003,-125.2001,
14.9119,115.9602,
14.9235,4.7717,
14.9352,20.9642,
14.9467,118.551,
14.9583,-140.3131,
14.97,129.346,
14.9816,-54.8167,
14.9932,71.7007,
15.0048,64.1442,
15.0164,-41.8627,
15.028,141.2205,
15.0396,-116.78,
15.0512,129.346,
15.0629,-8.1823,
15.0745,13.8395,
15.0861,117.6874,
15.0977,-109.6553,
15.1093,139.4933,
15.121,-63.8845,
15.1325,85.5183,
15.1442,104.5175,
15.1558,-30.8518,
15.1674,172.526,
15.1789,-45.3171,
15.1906,135.3912,
15.2022,12.9759,
15.2138,12.1123,
15.2255,148.5611,
15.2371,-112.6779,
15.2487,117.0397,
15.2603,-64.5322,
15.2719,54.8605,
15.2835,70.4053,
15.2951,-58.487,
15.3067,128.2665,
15.3184,-74.0318,
15.33,135.1753,
15.3416,7.3625,
15.3532,-7.9664,
15.3648,120.0623,
15.3764,-111.8143,
15.388,116.6079,
15.3997,-42.9422,
15.4112,46.0086,
15.4228,26.5776,
15.4344,-99.7239,
15.4461,117.0397,
15.4577,-74.6795,
15.4693,134.0958,
15.4809,37.3726,
15.4925,-20.4886,
15.5041,114.6648,
15.5157,-81.5883,
15.5274,125.2439,
15.539,-74.2477,
15.5506,5.6353,
15.5622,61.5534,
15.5738,-61.0778,
15.5854,120.2782,
15.597,-138.37,
15.6086,40.3952,
15.6203,-31.0677,
15.6319,-36.6811,
15.6435,137.982,
15.6551,-75.9749,
15.6667,151.3678,
15.6783,-44.0217,
15.6899,11.0328,
15.7015,91.7794,
15.7132,-70.1456,
15.7248,160.8674,
15.7364,-84.6109,
15.748,80.1208,
15.7596,-0.194,
15.7712,-10.7731,
15.7828,161.731,
15.7945,-83.7473,
15.8061,163.2423,
15.8177,-34.0903,
15.8293,69.9735,
15.8409,141.4364,
15.8525,-17.466,
15.8641,215.2742,
15.8757,-48.1238,
15.8873,108.6196,
15.8989,59.6103,
15.9106,-6.4551,
15.9221,153.9586,
15.9338,-65.8276,
15.9454,183.321,
15.957,27.2253,
15.9686,79.689,
15.9802,123.0849,
15.9918,-39.056,
16.0034,177.2758,
16.015,-43.374,
16.0267,107.1083,
16.0383,44.9291,
16.0499,-18.9773,
16.0615,141.0046,
16.0731,-52.2259,
16.0847,173.1737,
16.0963,-5.5915,
16.1079,55.0764,
16.1196,109.4832,
16.1312,-45.1012,
16.1428,197.5704,
16.1543,-31.0677,
16.166,129.1301,
16.1776,82.2798,
16.1893,42.986,
16.2009,173.1737,
16.2125,-63.8845,
16.2241,172.3101,
16.2357,22.2596,
16.2473,46.4404,
16.2589,113.8012,
16.2705,-41.8627,
16.2821,185.6959,
16.2938,-17.6819,
16.3054,112.9376,
16.3169,52.2697,
16.3286,-25.6702,
16.3402,146.618,
16.3518,-68.2025,
16.3634,128.0506,
16.375,-0.6258,
16.3866,25.9299,
16.3982,112.5058,
16.4098,-47.2602,
16.4215,161.731,
16.4331,-50.9305,
16.4447,94.1543,
16.4563,68.0304,
16.4679,16.8621,
16.4796,174.4691,
16.4911,-27.1815,
16.5027,205.3428,
16.5144,86.3819,
16.526,90.9158,
16.5376,143.3795,
16.5492,-50.9305,
16.5608,142.0841,
16.5724,-46.3966,
16.584,52.9174,
16.5957,61.3375,
16.6073,-23.5112,
16.6189,71.7007,
16.6305,-146.7901,
16.6421,5.8512,
16.6537,-139.4495,
16.6653,-99.508,
16.6769,47.7358,
16.6886,-108.3599,
16.7002,119.6305,
16.7118,-83.3155,
16.7234,22.6914,
16.735,15.9985,
16.7466,-31.2836,
16.7582,162.3787,
16.7698,-58.9188,
16.7814,163.4582,
16.793,22.0437,
16.8047,29.8161,
16.8162,123.0849,
16.8278,-80.077,
16.8395,164.5377,
16.8511,-43.374,
16.8627,117.2556,
16.8743,95.0179,
16.8859,-31.7154,
16.8975,204.911,
16.9091,-37.1129,
16.9208,182.6733,
16.9324,48.5994,
16.944,40.827,
16.9557,137.5502,
16.9672,-89.3607,
16.9788,150.936,
16.9904,-45.533,
17.0021,92.8589,
17.0136,92.2112,
17.0252,-52.2259,
17.0369,134.9594,
17.0484,-82.4519,
17.0601,126.9711,
17.0717,-7.9664,
17.0833,-7.9664,
17.0949,138.1979,
17.1065,-72.0887,
17.1182,166.2649,
17.1297,-28.0451,
17.1413,100.6313,
17.153,100.1995,
17.1646,-53.7372,
17.1762,132.5845,
17.1879,-57.8393,
17.1995,168.4239,
17.211,13.4077,
17.2226,25.0663,
17.2343,142.7318,
17.2459,-80.077,
17.2575,209.0131,
17.2691,-22.4317,
17.2807,122.869,
17.2923,139.0615,
17.3039,-5.1597,
17.3156,167.1285,
17.3272,-69.7138,
17.3388,145.9703,
17.3504,37.5885,
17.362,14.919,
17.3736,170.7988,
17.3852,-42.0786,
17.3969,190.6616,
17.4085,-22.4317,
17.4201,84.8706,
17.4318,76.0187,
17.4433,-63.6686,
17.4549,178.5712,
17.4665,-51.7941,
17.4781,161.0833,
17.4897,40.6111,
17.5014,21.1801,
17.513,179.8666,
17.5246,-57.6234,
17.5362,195.6273,
17.5478,6.283,
17.5594,71.4848,
17.571,94.3702,
17.5827,-79.8611,
17.5942,206.6382,
17.6058,-26.9656,
17.6174,161.731,
17.6291,77.7459,
17.6407,22.9073,
17.6523,171.4465,
17.6639,-61.7255,
17.6755,185.48,
17.6871,-43.5899,
17.6987,33.7023,
17.7103,65.6555,
17.722,-91.7356,
17.7336,159.572,
17.7452,-44.6694,
17.7568,161.9469,
17.7684,56.1559,
17.78,20.1006,
17.7916,198.6499,
17.8032,-44.4535,
17.8149,179.2189,
17.8265,0.0219,
17.8381,99.9836,
17.8497,113.8012,
17.8613,-58.0552,
17.8729,185.0482,
17.8845,-46.8284,
17.8962,123.7326,
17.9078,71.9166,
17.9194,-6.0233,
17.931,150.0724,
17.9426,-93.2469,
17.9542,170.7988,
17.9658,17.2939,
17.9775,71.7007,
17.9891,133.664,
18.0007,-24.3748,
18.0122,202.752,
18.0238,-58.9188,
18.0355,118.551,
18.0471,41.2588,
18.0587,-27.3974,
18.0703,133.0163,
18.082,-124.3365,
18.0936,115.3125,
18.1051,-65.6117,
18.1168,-11.2049,
18.1284,29.6002,
18.14,-182.1977,
18.1516,33.9182,
18.1633,-182.8454,
18.1749,-13.5798,
18.1865,-98.2126,
18.1981,-181.9818,
18.2097,-23.2953,
18.2213,-300.9427,
18.2329,-130.8135,
18.2446,-336.5662,
18.2562,-289.5,
18.2677,-223.4346,
18.2794,-455.743,
18.291,-285.6138,
18.3026,-585.7148,
18.3143,-392.7002,
18.3259,-434.5848,
18.3375,-502.1615,
18.349,-311.3059,
18.3607,-540.1599,
18.3725,-246.5359,
18.3839,-374.1328,
18.3956,-314.1126,
18.4072,-234.6614,
18.4188,-423.358,
18.4304,-165.3575,
18.442,-384.0642,
18.4536,-181.3341,
18.4652,-238.9794,
18.4769,-376.7236,
18.4885,-174.2094,
18.5001,-373.0533,
18.5117,-106.4168,
18.5233,-291.0113,
18.5349,-224.5141,
18.5465,-97.7808,
18.5582,-284.7502,
18.5698,-30.2041,
18.5814,-276.9778,
18.593,-133.6202,
18.6046,-197.9584,
18.6162,-289.2841,
18.6278,-68.4184,
18.6394,-332.68,
18.651,-70.7933,
18.6627,-210.0488,
18.6743,-202.0605,
18.6859,-52.2259,
18.6975,-216.3099,
18.7091,23.7709,
18.7208,-259.9217,
18.7324,-72.3046,
18.744,-98.2126,
18.7556,-194.2881,
18.7672,-12.2844,
18.7788,-238.7635,
18.7904,-12.0685,
18.8021,-156.7215,
18.8137,-148.7332,
18.8253,-37.1129,
18.8369,-228.1844,
18.8485,19.6688,
18.8601,-231.207,
18.8717,-83.5314,
18.8833,-70.3615,
18.895,-156.0738,
18.9066,25.4981,
18.9182,-223.6505,
18.9298,-11.8526,
18.9414,-122.3934,
18.953,-96.0536,
18.9646,41.9065,
18.9763,-153.9148,
18.9879,120.0623,
18.9995,-47.9079,
19.011,115.7443,
19.0227,103.2221,
19.0343,-38.4083,
19.0459,146.618,
19.0575,-94.3264,
19.0692,139.0615,
19.0807,16.6462,
19.0923,-6.4551,
19.104,139.4933,
19.1156,-96.7013,
19.1272,147.9134,
19.1389,-57.1916,
19.1505,71.7007,
19.162,45.145,
19.1737,-73.6,
19.1853,145.5385,
19.1969,-93.8946,
19.2085,109.915,
19.2202,-9.0459,
19.2318,-8.1823,
19.2433,123.5167,
19.255,-69.9297,
19.2666,156.5494,
19.2782,-56.328,
19.2898,84.2229,
19.3015,114.6648,
19.3132,-50.2828,
19.3246,165.8331,
19.3363,-88.9289,
19.3479,123.3008,
19.3595,34.35,
19.3711,-14.2275,
19.3827,126.1075,
19.3943,-88.2812,
19.4059,140.7887,
19.4176,-17.6819,
19.4292,31.7592,
19.4408,42.7701,
19.4524,-108.144,
19.464,86.3819,
19.4756,-124.9842,
19.4872,30.4638,
19.4988,-47.2602,
19.5105,-116.78,
19.5221,-8.3982,
19.5337,-301.3745,
19.5453,-128.0068,
19.5569,-42.9422,
19.5685,-39.9196,
19.5801,-79.2134,
19.5918,-103.3942,
19.6033,-65.8276,
19.615,-52.6577,
19.6266,-82.6678,
19.6382,-113.7574,
19.6498,-120.4503,
19.6614,-111.8143,
19.673,-97.9967,
19.6846,-64.964,
19.6963,-92.3833,
19.7079,-66.6912,
19.7195,-69.7138,
19.7311,-65.6117,
19.7427,-71.441,
19.7543,-88.9289,
19.7659,-91.9515,
19.7775,-90.0084,
19.7893,-47.4761,
19.8007,-42.9422,
19.8123,-92.3833,
19.824,-88.713,
19.8356,-129.734,
19.8472,-102.0988,
19.8588,-67.3389,
19.8704,-120.0185,
19.882,-116.1323,
19.8936,-97.9967,
19.9052,-77.918,
19.9169,-82.0201,
19.9285,-108.7917,
19.9401,-80.077,
19.9517,-100.5875,
19.9633,-96.0536,
19.9749,-112.6779,
19.9865,-90.872,
19.9982,-124.1206,
20.0098,-108.5758,
20.0213,-102.0988,
20.033,-119.3708,
20.0446,-104.0419,
20.0562,-120.4503,
20.0678,-91.3038,
20.0794,-107.4963,
20.0911,-122.3934,
20.1027,-84.395,
20.1143,-81.8042,
20.1259,-96.7013,
20.1375,-125.416,
20.1491,-122.1775,
20.1607,-70.3615,
20.1723,-102.3147,
20.184,-117.6436,
20.1956,-136.4269,
20.2072,-127.7909,
20.2188,-110.303,
20.2304,-157.1533,
20.242,-107.9281,
20.2536,-91.5197,
20.2653,-100.3716,
20.2769,-134.4838,
20.2884,-123.0411,
20.3001,-113.1097,
20.3117,-127.7909,
20.3233,-106.4168,
20.3349,-124.1206,
20.3465,-98.8603,
20.3581,-99.0762,
20.3697,-96.2695,
20.3813,-92.3833,
20.393,-99.9398,
20.4046,-82.4519,
20.4162,-86.3381,
20.4278,-111.3825,
20.4394,-112.462,
20.4509,-118.5072,
20.4626,-84.8268,
20.4742,-76.6226,
20.4859,-101.0193,
20.4975,-125.6319,
20.5091,-121.5298,
20.5207,-101.667,
20.5323,-127.1432,
20.5439,-152.1876,
20.5555,-161.9031,
20.5671,-145.2788,
20.5788,-125.6319,
20.5904,-91.3038,
20.602,-74.4636,
20.6136,-96.7013,
20.6252,-136.6428,
20.6368,-142.4721,
20.6484,-126.9273,
20.66,-103.6101,
20.6717,-142.688,
20.6833,-116.78,
20.6949,-105.7691,
20.7065,-116.1323,
20.7181,-88.4971,
20.7297,-83.5314,
20.7413,-113.9733,
20.7529,-124.7683,
20.7645,-113.5415,
20.7761,-119.1549,
20.7878,-158.4487,
20.7994,-121.9616,
