0,1,2,3,4
$RQOBS,000233.3152,39204,-259,*5B
$RQOBS,000233.3268,39274,-364,*59
$RQOBS,000233.3384,39371,-423,*5A
$RQOBS,000233.3500,39255,-414,*53
$RQOBS,000233.3616,39178,-365,*5A
$RQOBS,000233.3732,39253,-507,*55
$RQOBS,000233.3848,39272,-558,*5E
$RQOBS,000233.3964,39269,-362,*54
$RQOBS,000233.4080,39394,-430,*53
$RQOBS,000233.4196,39300,-479,*55
$RQOBS,000233.4312,39268,-494,*57
$RQOBS,000233.4428,39332,-413,*58
$RQOBS,000233.4544,39306,-407,*51
$RQOBS,000233.4660,39187,-401,*59
$RQOBS,000233.4776,39107,-155,*53
$RQOBS,000233.4892,39234,-120,*57
$RQOBS,000233.5008,39306,-75,*6C
$RQOBS,000233.5124,39237,-224,*56
$RQOBS,000233.5240,39231,-373,*52
$RQOBS,000233.5356,39255,-388,*52
$RQOBS,000233.5472,39226,-367,*56
$RQOBS,000233.5588,39340,-250,*56
$RQOBS,000233.5704,39404,-254,*53
$RQOBS,000233.5820,39297,-472,*54
$RQOBS,000233.5936,39228,-328,*5E
$RQOBS,000233.6052,39202,-121,*55
$RQOBS,000233.6168,39229,-276,*55
$RQOBS,000233.6284,39359,-327,*57
$RQOBS,000233.6400,39419,-331,*59
$RQOBS,000233.6516,39478,-444,*5D
$RQOBS,000233.6632,39435,-219,*5F
$RQOBS,000233.6748,39215,-282,*55
$RQOBS,000233.6865,39255,-150,*5D
$RQOBS,000233.6980,39321,-198,*51
$RQOBS,000233.7096,39313,-409,*52
$RQOBS,000233.7212,39284,-575,*59
$RQOBS,000233.7328,39189,-457,*5E
$RQOBS,000233.7444,39092,-311,*5D
$RQOBS,000233.7560,39247,-183,*59
$RQOBS,000233.7676,39212,-111,*56
$RQOBS,000233.7792,39353,-113,*5B
$RQOBS,000233.7908,39524,-107,*55
$RQOBS,000233.8024,39400,-180,*55
$RQOBS,000233.8140,39303,-257,*5B
$RQOBS,000233.8256,39314,-371,*5C
$RQOBS,000233.8372,39303,-403,*5F
$RQOBS,000233.8488,39273,-329,*54
$RQOBS,000233.8604,39281,-285,*58
$RQOBS,000233.8720,39353,-472,*5F
$RQOBS,000233.8836,39260,-383,*5F
$RQOBS,000233.8952,39312,-66,*60
$RQOBS,000233.9067,39242,-21,*69
$RQOBS,000233.9183,39170,-68,*6D
$RQOBS,000233.9300,39223,-91,*67
$RQOBS,000233.9416,39265,-260,*59
$RQOBS,000233.9532,39360,-195,*53
$RQOBS,000233.9648,39294,-189,*5A
$RQOBS,000233.9764,39217,-269,*53
$RQOBS,000233.9880,39336,-317,*5C
$RQOBS,000233.9996,39272,-386,*53
$RQOBS,000234.0112,39185,-307,*5B
$RQOBS,000234.0228,39367,-251,*5D
$RQOBS,000234.0344,39348,-202,*5D
$RQOBS,000234.0460,39318,-305,*5F
$RQOBS,000234.0576,39239,-309,*57
$RQOBS,000234.0692,39239,-430,*53
$RQOBS,000234.0808,39342,-568,*5F
$RQOBS,000234.0924,39339,-439,*59
$RQOBS,000234.1040,39353,-365,*51
$RQOBS,000234.1156,39385,-181,*54
$RQOBS,000234.1272,39561,-128,*5E
$RQOBS,000234.1388,39531,-422,*50
$RQOBS,000234.1504,39295,-247,*5E
$RQOBS,000234.1620,39216,-153,*56
$RQOBS,000234.1736,39297,-205,*59
$RQOBS,000234.1852,39275,-392,*57
$RQOBS,000234.1968,39293,-320,*5E
$RQOBS,000234.2084,39288,-150,*59
$RQOBS,000234.2200,39257,-289,*52
$RQOBS,000234.2316,39267,-321,*54
$RQOBS,000234.2432,39095,-271,*5E
$RQOBS,000234.2548,39315,-310,*5F
$RQOBS,000234.2664,39368,-284,*54
$RQOBS,000234.2780,39310,-119,*57
$RQOBS,000234.2896,39273,-202,*52
$RQOBS,000234.3012,39245,-481,*5F
$RQOBS,000234.3128,39376,-311,*58
$RQOBS,000234.3244,39305,-311,*55
$RQOBS,000234.3360,39204,-424,*53
$RQOBS,000234.3476,39210,-284,*5A
$RQOBS,000234.3592,39141,-261,*5D
$RQOBS,000234.3708,39222,-384,*50
$RQOBS,000234.3824,39308,-398,*55
$RQOBS,000234.3940,39241,-330,*58
$RQOBS,000234.4056,39219,-556,*5A
$RQOBS,000234.4172,39104,-489,*51
$RQOBS,000234.4288,39236,-5,*55
$RQOBS,000234.4403,39398,-57,*62
$RQOBS,000234.4520,39373,-344,*56
$RQOBS,000234.4636,39243,-391,*58
$RQOBS,000234.4752,39198,-264,*55
$RQOBS,000234.4868,39269,-317,*5B
$RQOBS,000234.4984,39495,-310,*5A
$RQOBS,000234.5100,39334,-239,*59
$RQOBS,000234.5216,39213,-251,*57
$RQOBS,000234.5332,39243,-255,*51
$RQOBS,000234.5448,39234,-283,*50
$RQOBS,000234.5564,39242,-336,*51
$RQOBS,000234.5680,39390,-334,*54
$RQOBS,000234.5796,39405,-304,*5A
$RQOBS,000234.5912,39371,-458,*52
$RQOBS,000234.6028,39423,-544,*5D
$RQOBS,000234.6144,39316,-501,*56
$RQOBS,000234.6260,39309,-360,*5C
$RQOBS,000234.6376,39295,-230,*5A
$RQOBS,000234.6492,39189,-295,*56
$RQOBS,000234.6608,39243,-399,*5F
$RQOBS,000234.6724,39356,-410,*53
$RQOBS,000234.6840,39391,-264,*50
$RQOBS,000234.6956,39365,-262,*5B
$RQOBS,000234.7072,39224,-149,*5B
$RQOBS,000234.7188,39234,-356,*52
$RQOBS,000234.7304,39332,-336,*55
$RQOBS,000234.7420,39430,-345,*55
$RQOBS,000234.7536,39442,-568,*5F
$RQOBS,000234.7652,39376,-602,*51
$RQOBS,000234.7768,39258,-460,*52
$RQOBS,000234.7884,39301,-439,*5E
$RQOBS,000234.8000,39302,-305,*5E
$RQOBS,000234.8116,39240,-40,*6D
$RQOBS,000234.8231,39088,-132,*59
$RQOBS,000234.8348,39125,-277,*52
$RQOBS,000234.8464,39114,-354,*59
$RQOBS,000234.8580,39185,-361,*5C
$RQOBS,000234.8695,39249,-402,*5A
$RQOBS,000234.8812,39329,-141,*5E
$RQOBS,000234.8928,39303,-326,*5D
$RQOBS,000234.9044,39217,-318,*56
$RQOBS,000234.9160,39228,-187,*59
$RQOBS,000234.9276,39310,-154,*59
$RQOBS,000234.9391,39325,-184,*5A
$RQOBS,000234.9508,39277,-302,*56
$RQOBS,000234.9624,39232,-212,*5A
$RQOBS,000234.9739,39327,-159,*5E
$RQOBS,000234.9855,39376,-81,*6B
$RQOBS,000234.9971,39135,-163,*54
$RQOBS,000235.0088,39254,-13,*61
$RQOBS,000235.0203,39306,-48,*68
$RQOBS,000235.0319,39265,-362,*5D
$RQOBS,000235.0435,39206,-437,*56
$RQOBS,000235.0551,39250,-396,*5A
$RQOBS,000235.0667,39152,-349,*5F
$RQOBS,000235.0783,39015,-313,*59
$RQOBS,000235.0899,39061,-434,*5C
$RQOBS,000235.1015,39314,-329,*5B
$RQOBS,000235.1132,39347,-189,*51
$RQOBS,000235.1248,39285,-202,*50
$RQOBS,000235.1363,39204,-263,*56
$RQOBS,000235.1479,39208,-249,*5E
$RQOBS,000235.1596,39140,-284,*50
$RQOBS,000235.1712,39113,-233,*54
$RQOBS,000235.1827,39334,-316,*5C
$RQOBS,000235.1943,39335,-344,*59
$RQOBS,000235.2059,39221,-356,*5F
$RQOBS,000235.2176,39141,-469,*5D
$RQOBS,000235.2292,39122,-405,*5B
$RQOBS,000235.2407,39262,-278,*5A
$RQOBS,000235.2523,39318,-341,*5A
$RQOBS,000235.2639,39301,-309,*56
$RQOBS,000235.2755,39282,-229,*54
$RQOBS,000235.2871,39203,-133,*5C
$RQOBS,000235.2987,39213,-169,*5A
$RQOBS,000235.3103,39184,-154,*5C
$RQOBS,000235.3219,39152,-120,*5C
$RQOBS,000235.3335,39279,-292,*53
$RQOBS,000235.3451,39316,-427,*56
$RQOBS,000235.3567,39270,-196,*5C
$RQOBS,000235.3683,39356,-235,*5A
$RQOBS,000235.3799,39378,-430,*5F
$RQOBS,000235.3915,39330,-357,*5F
$RQOBS,000235.4031,39337,-167,*51
$RQOBS,000235.4147,39325,-159,*5F
$RQOBS,000235.4263,39401,-235,*52
$RQOBS,000235.4379,39354,-189,*5B
$RQOBS,000235.4496,39396,-209,*58
$RQOBS,000235.4611,39381,-265,*59
$RQOBS,000235.4727,39212,-233,*55
$RQOBS,000235.4843,39121,-376,*5B
$RQOBS,000235.4959,39138,-281,*50
$RQOBS,000235.5075,39194,-194,*57
$RQOBS,000235.5191,39209,-335,*52
$RQOBS,000235.5307,39284,-443,*5C
$RQOBS,000235.5423,39430,-337,*50
$RQOBS,000235.5539,39410,-356,*5F
$RQOBS,000235.5655,39384,-344,*5F
$RQOBS,000235.5771,39291,-294,*51
$RQOBS,000235.5888,39296,-130,*52
$RQOBS,000235.6003,39220,-194,*59
$RQOBS,000235.6119,39203,-172,*5A
$RQOBS,000235.6235,39207,-318,*5D
$RQOBS,000235.6351,39225,-281,*5F
$RQOBS,000235.6467,39260,-213,*57
$RQOBS,000235.6583,39279,-215,*52
$RQOBS,000235.6699,39334,-171,*53
$RQOBS,000235.6815,39373,-147,*5F
$RQOBS,000235.6931,39275,-430,*5A
$RQOBS,000235.7047,39281,-368,*52
$RQOBS,000235.7163,39299,-346,*50
$RQOBS,000235.7279,39246,-399,*58
$RQOBS,000235.7395,39180,-509,*5D
$RQOBS,000235.7511,39248,-421,*5B
$RQOBS,000235.7627,39387,-308,*53
$RQOBS,000235.7743,39299,-150,*51
$RQOBS,000235.7859,39192,-168,*56
$RQOBS,000235.7975,39199,-239,*55
$RQOBS,000235.8091,39196,-147,*5C
$RQOBS,000235.8207,39116,-202,*5B
$RQOBS,000235.8323,39244,-373,*5F
$RQOBS,000235.8439,39316,-398,*50
$RQOBS,000235.8555,39247,-552,*5E
$RQOBS,000235.8671,39226,-493,*50
$RQOBS,000235.8787,39271,-471,*56
$RQOBS,000235.8903,39343,-270,*53
$RQOBS,000235.9019,39326,-231,*56
$RQOBS,000235.9135,39283,-307,*53
$RQOBS,000235.9251,39237,-181,*51
$RQOBS,000235.9367,39308,-385,*5E
$RQOBS,000235.9483,39341,-428,*5E
$RQOBS,000235.9599,39456,-229,*52
$RQOBS,000235.9715,39301,-238,*51
$RQOBS,000235.9831,39278,-500,*5B
$RQOBS,000235.9947,39326,-584,*5D
$RQOBS,000236.0063,39262,-347,*50
$RQOBS,000236.0179,39207,-287,*54
$RQOBS,000236.0295,39238,-386,*59
$RQOBS,000236.0411,39306,-360,*57
$RQOBS,000236.0527,39270,-295,*58
$RQOBS,000236.0643,39241,-384,*5A
$RQOBS,000236.0759,39193,-268,*5F
$RQOBS,000236.0875,39255,-346,*5A
$RQOBS,000236.0991,39401,-450,*56
$RQOBS,000236.1107,39351,-330,*53
$RQOBS,000236.1223,39277,-293,*5B
$RQOBS,000236.1340,39237,-305,*55
$RQOBS,000236.1455,39212,-278,*5A
$RQOBS,000236.1571,39293,-264,*59
$RQOBS,000236.1687,39315,-442,*5E
$RQOBS,000236.1803,39215,-313,*5E
$RQOBS,000236.1919,39215,-189,*55
$RQOBS,000236.2035,39274,-356,*56
$RQOBS,000236.2151,39305,-356,*52
$RQOBS,000236.2268,39290,-278,*5B
$RQOBS,000236.2384,39290,-279,*59
$RQOBS,000236.2500,39325,-299,*52
$RQOBS,000236.2615,39341,-422,*51
$RQOBS,000236.2731,39293,-483,*53
$RQOBS,000236.2848,39170,-551,*52
$RQOBS,000236.2964,39287,-219,*5D
$RQOBS,000236.3079,39235,-32,*6B
$RQOBS,000236.3195,39099,-237,*5B
$RQOBS,000236.3312,39117,-263,*50
$RQOBS,000236.3428,39236,-341,*5F
$RQOBS,000236.3544,39179,-284,*54
$RQOBS,000236.3660,39129,-194,*56
$RQOBS,000236.3775,39080,-317,*58
$RQOBS,000236.3892,39197,-364,*5D
$RQOBS,000236.4008,39291,-237,*53
$RQOBS,000236.4123,39212,-203,*57
$RQOBS,000236.4239,39274,-272,*59
$RQOBS,000236.4356,39237,-50,*64
$RQOBS,000236.4471,39247,-9,*5D
$RQOBS,000236.4587,39245,-65,*6D
$RQOBS,000236.4703,39264,-116,*55
$RQOBS,000236.4820,39433,-133,*58
$RQOBS,000236.4936,39426,-237,*5D
$RQOBS,000236.5052,39316,-261,*50
$RQOBS,000236.5168,39393,-262,*56
$RQOBS,000236.5284,39331,-215,*5F
$RQOBS,000236.5400,39205,-144,*54
$RQOBS,000236.5516,39325,-366,*53
$RQOBS,000236.5632,39258,-351,*59
$RQOBS,000236.5748,39226,-159,*56
$RQOBS,000236.5863,39277,-140,*5C
$RQOBS,000236.5980,39192,-278,*50
$RQOBS,000236.6096,39295,-222,*56
$RQOBS,000236.6212,39320,-242,*51
$RQOBS,000236.6327,39297,-482,*51
$RQOBS,000236.6444,39188,-411,*54
$RQOBS,000236.6560,39201,-425,*56
$RQOBS,000236.6676,39290,-444,*5D
$RQOBS,000236.6791,39344,-417,*5B
$RQOBS,000236.6907,39237,-466,*59
$RQOBS,000236.7023,39135,-408,*5E
$RQOBS,000236.7140,39357,7,*7A
$RQOBS,000236.7255,39373,-151,*54
$RQOBS,000236.7371,39337,-486,*5C
$RQOBS,000236.7487,39300,-322,*5F
$RQOBS,000236.7603,39253,-349,*5B
$RQOBS,000236.7720,39271,-192,*5F
$RQOBS,000236.7835,39253,-310,*5C
$RQOBS,000236.7951,39336,-289,*5C
$RQOBS,000236.8067,39412,-411,*59
$RQOBS,000236.8183,39376,-582,*5C
$RQOBS,000236.8300,39269,-508,*58
$RQOBS,000236.8415,39242,-331,*5E
$RQOBS,000236.8531,39236,-244,*59
$RQOBS,000236.8647,39247,-267,*5C
$RQOBS,000236.8763,39128,-402,*54
$RQOBS,000236.8879,39169,-483,*5C
$RQOBS,000236.8995,39277,-375,*5D
$RQOBS,000236.9111,39286,-309,*5D
$RQOBS,000236.9227,39242,-220,*59
$RQOBS,000236.9343,39264,-104,*5B
$RQOBS,000236.9459,39405,-163,*57
$RQOBS,000236.9575,39248,-424,*51
$RQOBS,000236.9691,39197,-453,*59
$RQOBS,000236.9807,39206,-416,*52
$RQOBS,000236.9923,39228,-297,*56
$RQOBS,000237.0039,39411,-415,*5C
$RQOBS,000237.0155,39361,-353,*52
$RQOBS,000237.0271,39278,-182,*50
$RQOBS,000237.0387,39212,-156,*5D
$RQOBS,000237.0503,39314,-292,*5B
$RQOBS,000237.0619,39356,-249,*53
$RQOBS,000237.0735,39391,-326,*5F
$RQOBS,000237.0851,39374,-451,*5E
$RQOBS,000237.0967,39368,-516,*55
$RQOBS,000237.1083,39309,-297,*5E
$RQOBS,000237.1199,39239,-167,*5A
$RQOBS,000237.1315,39267,-227,*50
$RQOBS,000237.1431,39279,-296,*54
$RQOBS,000237.1547,39143,-286,*5F
$RQOBS,000237.1663,39226,-124,*51
$RQOBS,000237.1779,39302,-346,*5A
$RQOBS,000237.1895,39281,-195,*51
$RQOBS,000237.2011,39239,-58,*65
$RQOBS,000237.2127,39284,-185,*56
$RQOBS,000237.2243,39387,-381,*53
$RQOBS,000237.2359,39271,-373,*5C
$RQOBS,000237.2475,39273,-377,*53
$RQOBS,000237.2591,39284,-424,*51
$RQOBS,000237.2707,39230,-268,*5D
$RQOBS,000237.2823,39296,-123,*54
$RQOBS,000237.2939,39194,-239,*57
$RQOBS,000237.3055,39081,-81,*61
$RQOBS,000237.3171,39133,17,*4C
$RQOBS,000237.3287,39147,19,*4B
$RQOBS,000237.3403,39253,-15,*66
$RQOBS,000237.3518,39237,-97,*65
$RQOBS,000237.3635,39189,-203,*50
$RQOBS,000237.3751,39306,-176,*57
$RQOBS,000237.3867,39261,-117,*5A
$RQOBS,000237.3983,39157,-151,*55
$RQOBS,000237.4099,39127,-444,*56
$RQOBS,000237.4215,39204,-199,*57
$RQOBS,000237.4331,39339,-207,*5B
$RQOBS,000237.4447,39381,-299,*59
$RQOBS,000237.4563,39356,-215,*50
$RQOBS,000237.4679,39348,-204,*57
$RQOBS,000237.4795,39344,-210,*5D
$RQOBS,000237.4911,39379,-235,*56
$RQOBS,000237.5027,39317,-371,*52
$RQOBS,000237.5143,39290,-483,*55
$RQOBS,000237.5259,39328,-480,*5C
$RQOBS,000237.5375,39382,-320,*5E
$RQOBS,000237.5491,39320,-318,*50
$RQOBS,000237.5607,39310,-382,*5D
$RQOBS,000237.5723,39352,-112,*57
$RQOBS,000237.5839,39262,-237,*55
$RQOBS,000237.5955,39299,-341,*5A
$RQOBS,000237.6071,39418,-368,*52
$RQOBS,000237.6187,39245,-295,*57
$RQOBS,000237.6303,39231,-242,*50
$RQOBS,000237.6419,39246,-294,*57
$RQOBS,000237.6535,39275,-195,*5A
$RQOBS,000237.6651,39282,-211,*5C
$RQOBS,000237.6766,39375,-100,*53
$RQOBS,000237.6882,39358,101,*75
$RQOBS,000237.6998,39242,-62,*6C
$RQOBS,000237.7114,39319,-174,*58
$RQOBS,000237.7230,39454,-260,*55
$RQOBS,000237.7346,39417,-301,*54
$RQOBS,000237.7463,39407,-178,*59
$RQOBS,000237.7578,39258,-187,*5E
$RQOBS,000237.7695,39206,-365,*5B
$RQOBS,000237.7810,39229,-376,*57
$RQOBS,000237.7927,39243,-409,*51
$RQOBS,000237.8042,39139,-247,*56
$RQOBS,000237.8158,39105,-229,*5B
$RQOBS,000237.8274,39199,-147,*58
$RQOBS,000237.8390,39216,-97,*6B
$RQOBS,000237.8506,39158,-46,*67
$RQOBS,000237.8622,39196,-94,*6F
$RQOBS,000237.8738,39338,-278,*53
$RQOBS,000237.8854,39318,-519,*54
$RQOBS,000237.8970,39386,-455,*5D
$RQOBS,000237.9086,39310,-542,*54
$RQOBS,000237.9202,39266,-435,*5B
$RQOBS,000237.9318,39366,-440,*52
$RQOBS,000237.9434,39291,-475,*54
$RQOBS,000237.9550,39360,-331,*5F
$RQOBS,000237.9666,39364,-480,*50
$RQOBS,000237.9782,39355,-522,*50
$RQOBS,000237.9898,39202,-308,*59
$RQOBS,000238.0014,39237,-438,*51
$RQOBS,000238.0130,39484,-451,*57
$RQOBS,000238.0246,39314,-362,*5C
$RQOBS,000238.0362,39074,-120,*5A
$RQOBS,000238.0478,39055,-228,*5E
$RQOBS,000238.0594,39211,-289,*54
$RQOBS,000238.0710,39160,-166,*5D
$RQOBS,000238.0826,39314,-147,*55
$RQOBS,000238.0942,39413,-438,*5B
$RQOBS,000238.1058,39362,-432,*53
$RQOBS,000238.1174,39315,-236,*5E
$RQOBS,000238.1290,39313,-174,*54
$RQOBS,000238.1406,39289,-327,*5B
$RQOBS,000238.1522,39265,-312,*58
$RQOBS,000238.1638,39262,-187,*59
$RQOBS,000238.1754,39121,-35,*6E
$RQOBS,000238.1870,39186,-124,*5B
$RQOBS,000238.1986,39394,-193,*5E
$RQOBS,000238.2102,39282,-82,*6E
$RQOBS,000238.2218,39292,-78,*62
$RQOBS,000238.2334,39281,-188,*51
$RQOBS,000238.2450,39180,-232,*54
$RQOBS,000238.2566,39195,-226,*51
$RQOBS,000238.2682,39289,-264,*50
$RQOBS,000238.2798,39353,-283,*55
$RQOBS,000238.2914,39388,-103,*52
$RQOBS,000238.3030,39393,135,*7E
$RQOBS,000238.3146,39312,-35,*6B
$RQOBS,000238.3262,39328,-157,*52
$RQOBS,000238.3378,39336,-37,*60
$RQOBS,000238.3494,39079,-15,*6D
$RQOBS,000238.3610,39237,-253,*5B
$RQOBS,000238.3726,39345,-363,*59
$RQOBS,000238.3842,39260,-366,*57
$RQOBS,000238.3958,39336,-231,*5C
$RQOBS,000238.4074,39416,-285,*56
$RQOBS,000238.4190,39295,-332,*5D
$RQOBS,000238.4306,39222,-172,*5A
$RQOBS,000238.4422,39212,-261,*59
$RQOBS,000238.4538,39343,-261,*56
$RQOBS,000238.4654,39389,-372,*5A
$RQOBS,000238.4770,39350,-269,*52
$RQOBS,000238.4886,39417,-197,*52
$RQOBS,000238.5002,39285,-365,*55
$RQOBS,000238.5118,39157,-534,*51
$RQOBS,000238.5234,39330,-355,*5E
$RQOBS,000238.5350,39318,-67,*65
$RQOBS,000238.5465,39203,-237,*58
$RQOBS,000238.5582,39394,-236,*5E
$RQOBS,000238.5698,39481,-195,*5F
$RQOBS,000238.5814,39418,-188,*59
$RQOBS,000238.5929,39364,-297,*57
$RQOBS,000238.6046,39316,-283,*54
$RQOBS,000238.6162,39243,-264,*5B
$RQOBS,000238.6277,39179,-321,*56
$RQOBS,000238.6393,39177,-298,*50
$RQOBS,000238.6510,39348,-355,*53
$RQOBS,000238.6625,39316,-290,*55
$RQOBS,000238.6741,39183,-448,*5B
$RQOBS,000238.6857,39226,-480,*5B
$RQOBS,000238.6973,39260,-285,*5D
$RQOBS,000238.7089,39226,-184,*50
$RQOBS,000238.7205,39281,-266,*54
$RQOBS,000238.7321,39328,-436,*52
$RQOBS,000238.7437,39410,-493,*51
$RQOBS,000238.7553,39395,-455,*52
$RQOBS,000238.7669,39361,-470,*54
$RQOBS,000238.7785,39414,-512,*57
$RQOBS,000238.7901,39322,-573,*50
$RQOBS,000238.8017,39242,-453,*55
$RQOBS,000238.8133,39246,-334,*50
$RQOBS,000238.8249,39180,-307,*57
$RQOBS,000238.8365,39232,-330,*56
$RQOBS,000238.8481,39260,-193,*57
$RQOBS,000238.8597,39219,-263,*53
$RQOBS,000238.8713,39291,-475,*5C
$RQOBS,000238.8829,39339,-470,*5C
$RQOBS,000238.8945,39169,-274,*52
$RQOBS,000238.9061,39141,-322,*54
$RQOBS,000238.9177,39199,-318,*5E
$RQOBS,000238.9293,39266,-308,*55
$RQOBS,000238.9409,39251,-396,*53
$RQOBS,000238.9525,39202,-355,*55
$RQOBS,000238.9641,39273,-258,*5E
$RQOBS,000238.9757,39334,-95,*69
$RQOBS,000238.9873,39277,-264,*5A
$RQOBS,000238.9989,39404,-350,*5A
$RQOBS,000239.0105,39362,-163,*5B
$RQOBS,000239.0221,39331,-176,*5C
$RQOBS,000239.0337,39333,-46,*6A
$RQOBS,000239.0453,39272,-128,*52
$RQOBS,000239.0569,39328,-206,*5B
$RQOBS,000239.0685,39396,-108,*52
$RQOBS,000239.0801,39223,-53,*60
$RQOBS,000239.0916,39185,-119,*57
$RQOBS,000239.1033,39191,-141,*50
$RQOBS,000239.1149,39193,-180,*53
$RQOBS,000239.1265,39217,-92,*63
$RQOBS,000239.1381,39290,18,*48
$RQOBS,000239.1496,39374,56,*48
$RQOBS,000239.1613,39310,-76,*6A
$RQOBS,000239.1729,39238,-262,*5E
$RQOBS,000239.1845,39290,-229,*56
$RQOBS,000239.1961,39303,-269,*5E
$RQOBS,000239.2077,39392,-280,*5C
$RQOBS,000239.2193,39373,-257,*52
$RQOBS,000239.2309,39318,-197,*51
$RQOBS,000239.2425,39294,-165,*50
$RQOBS,000239.2541,39183,-332,*56
$RQOBS,000239.2657,39221,-454,*5E
$RQOBS,000239.2773,39287,-328,*59
$RQOBS,000239.2889,39298,-146,*57
$RQOBS,000239.3005,39292,-192,*59
$RQOBS,000239.3121,39282,-294,*5A
$RQOBS,000239.3237,39298,-342,*5F
$RQOBS,000239.3353,39359,-358,*5B
$RQOBS,000239.3469,39314,-327,*54
$RQOBS,000239.3585,39324,-182,*59
$RQOBS,000239.3701,39375,-154,*58
$RQOBS,000239.3818,39186,-268,*5D
$RQOBS,000239.3933,39066,-268,*5A
$RQOBS,000239.4049,39253,-220,*51
$RQOBS,000239.4165,39341,-175,*5F
$RQOBS,000239.4281,39256,-348,*5D
$RQOBS,000239.4397,39383,-475,*5B
$RQOBS,000239.4513,39332,-414,*5C
$RQOBS,000239.4629,39237,-397,*5E
$RQOBS,000239.4745,39183,-440,*54
$RQOBS,000239.4861,39137,-312,*52
$RQOBS,000239.4977,39247,-368,*5D
$RQOBS,000239.5093,39250,-372,*52
$RQOBS,000239.5209,39394,-386,*51
$RQOBS,000239.5325,39368,-280,*5A
$RQOBS,000239.5441,39203,-190,*51
$RQOBS,000239.5557,39133,-215,*59
$RQOBS,000239.5673,39236,-98,*6D
$RQOBS,000239.5789,39226,-243,*5C
$RQOBS,000239.5905,39172,-289,*52
$RQOBS,000239.6021,39124,-137,*5B
$RQOBS,000239.6137,39270,-194,*56
$RQOBS,000239.6253,39346,-298,*5C
$RQOBS,000239.6369,39151,-298,*50
$RQOBS,000239.6485,39213,-226,*55
$RQOBS,000239.6601,39181,-261,*50
$RQOBS,000239.6717,39204,-315,*5A
$RQOBS,000239.6833,39346,-502,*54
$RQOBS,000239.6949,39357,-527,*5F
$RQOBS,000239.7065,39294,-554,*53
$RQOBS,000239.7181,39380,-473,*58
$RQOBS,000239.7297,39258,-385,*56
$RQOBS,000239.7413,39249,-309,*58
$RQOBS,000239.7529,39251,-348,*5C
$RQOBS,000239.7645,39255,-432,*5B
$RQOBS,000239.7761,39377,-435,*5A
$RQOBS,000239.7877,39432,-210,*55
$RQOBS,000239.7993,39127,-41,*69
$RQOBS,000239.8108,39017,-141,*5F
$RQOBS,000239.8225,39182,-470,*59
$RQOBS,000239.8341,39325,-478,*5D
$RQOBS,000239.8457,39271,-446,*50
$RQOBS,000239.8574,39331,-335,*56
$RQOBS,000239.8689,39232,-272,*57
$RQOBS,000239.8805,39280,-310,*51
$RQOBS,000239.8921,39375,-219,*55
$RQOBS,000239.9037,39376,-128,*58
$RQOBS,000239.9153,39441,-138,*59
$RQOBS,000239.9269,39271,-207,*59
$RQOBS,000239.9385,39222,-212,*58
$RQOBS,000239.9501,39285,-237,*58
$RQOBS,000239.9617,39314,-292,*5A
$RQOBS,000239.9733,39260,-428,*58
$RQOBS,000239.9849,39195,-567,*59
$RQOBS,000239.9965,39369,-369,*5F
$RQOBS,000240.0081,39387,-154,*57
$RQOBS,000240.0196,39362,-236,*5C
$RQOBS,000240.0312,39364,-288,*51
$RQOBS,000240.0428,39356,-207,*59
$RQOBS,000240.0544,39320,-365,*56
$RQOBS,000240.0661,39327,-566,*50
$RQOBS,000240.0777,39383,-555,*58
$RQOBS,000240.0893,39295,-404,*5E
$RQOBS,000240.1008,39095,-299,*55
$RQOBS,000240.1125,39203,-419,*58
$RQOBS,000240.1241,39253,-396,*5C
$RQOBS,000240.1357,39224,-271,*52
$RQOBS,000240.1473,39268,-301,*5D
$RQOBS,000240.1589,39273,-399,*52
$RQOBS,000240.1705,39200,-407,*50
$RQOBS,000240.1821,39252,-330,*5D
$RQOBS,000240.1937,39295,-340,*57
$RQOBS,000240.2053,39165,-194,*58
$RQOBS,000240.2169,39130,-109,*54
$RQOBS,000240.2285,39165,-112,*5F
$RQOBS,000240.2401,39280,-321,*5F
$RQOBS,000240.2517,39372,-360,*50
$RQOBS,000240.2633,39383,-333,*5D
$RQOBS,000240.2749,39242,-300,*5D
$RQOBS,000240.2865,39220,-414,*5A
$RQOBS,000240.2981,39271,-413,*52
$RQOBS,000240.3097,39195,-483,*5D
$RQOBS,000240.3213,39314,-187,*59
$RQOBS,000240.3329,39267,-186,*55
$RQOBS,000240.3445,39205,-104,*56
$RQOBS,000240.3561,39358,-142,*5A
$RQOBS,000240.3677,39301,-156,*57
$RQOBS,000240.3793,39146,-262,*59
$RQOBS,000240.3909,39108,-362,*5F
$RQOBS,000240.4025,39310,-287,*5E
$RQOBS,000240.4141,39296,-209,*54
$RQOBS,000240.4257,39213,-140,*53
$RQOBS,000240.4373,39255,-260,*57
$RQOBS,000240.4489,39127,-332,*55
$RQOBS,000240.4605,39225,-193,*5B
$RQOBS,000240.4721,39297,-215,*58
$RQOBS,000240.4837,39333,-320,*58
$RQOBS,000240.4953,39354,-322,*58
$RQOBS,000240.5069,39341,-224,*5A
$RQOBS,000240.5185,39345,-327,*5F
$RQOBS,000240.5301,39379,-436,*59
$RQOBS,000240.5417,39350,-362,*54
$RQOBS,000240.5533,39389,-290,*5B
