0,1,2,3,4
$RQOBS,000046.0672,39261,270,*78
$RQOBS,000046.0787,39171,317,*71
$RQOBS,000046.0903,39173,334,*70
$RQOBS,000046.1019,39328,500,*7E
$RQOBS,000046.1136,39356,637,*7C
$RQOBS,000046.1252,39404,522,*7A
$RQOBS,000046.1368,39319,193,*77
$RQOBS,000046.1484,39269,130,*7D
$RQOBS,000046.1599,39266,172,*79
$RQOBS,000046.1716,39300,473,*79
$RQOBS,000046.1831,39360,519,*78
$RQOBS,000046.1948,39298,339,*75
$RQOBS,000046.2064,39251,168,*72
$RQOBS,000046.2179,39278,193,*70
$RQOBS,000046.2295,39202,341,*71
$RQOBS,000046.2411,39325,317,*7C
$RQOBS,000046.2527,39375,173,*7D
$RQOBS,000046.2643,39316,197,*73
$RQOBS,000046.2759,39320,366,*70
$RQOBS,000046.2875,39228,363,*7D
$RQOBS,000046.2991,39224,515,*7D
$RQOBS,000046.3107,39307,442,*78
$RQOBS,000046.3223,39282,307,*77
$RQOBS,000046.3339,39221,329,*78
$RQOBS,000046.3455,39146,315,*78
$RQOBS,000046.3571,39353,425,*7D
$RQOBS,000046.3687,39281,202,*7A
$RQOBS,000046.3803,39296,168,*71
$RQOBS,000046.3919,39460,320,*7A
$RQOBS,000046.4035,39426,427,*78
$RQOBS,000046.4151,39367,201,*7B
$RQOBS,000046.4267,39313,100,*7C
$RQOBS,000046.4383,39288,152,*73
$RQOBS,000046.4499,39210,314,*7E
$RQOBS,000046.4615,39178,207,*76
$RQOBS,000046.4731,39187,74,*47
$RQOBS,000046.4847,39284,156,*78
$RQOBS,000046.4963,39314,279,*79
$RQOBS,000046.5079,39266,258,*7D
$RQOBS,000046.5195,39266,289,*72
$RQOBS,000046.5311,39252,224,*7C
$RQOBS,000046.5428,39203,417,*73
$RQOBS,000046.5543,39205,376,*79
$RQOBS,000046.5659,39152,258,*7D
$RQOBS,000046.5775,39396,227,*70
$RQOBS,000046.5891,39360,209,*70
$RQOBS,000046.6007,39185,251,*70
$RQOBS,000046.6123,39218,303,*76
$RQOBS,000046.6239,39347,332,*77
$RQOBS,000046.6355,39246,351,*79
$RQOBS,000046.6471,39213,342,*7A
$RQOBS,000046.6587,39240,162,*74
$RQOBS,000046.6703,39327,188,*7E
$RQOBS,000046.6819,39378,367,*73
$RQOBS,000046.6935,39354,307,*74
$RQOBS,000046.7051,39261,252,*78
$RQOBS,000046.7167,39369,373,*77
$RQOBS,000046.7283,39453,331,*76
$RQOBS,000046.7399,39381,185,*79
$RQOBS,000046.7515,39216,284,*76
$RQOBS,000046.7631,39340,205,*78
$RQOBS,000046.7747,39260,158,*70
$RQOBS,000046.7863,39325,122,*74
$RQOBS,000046.7979,39246,338,*73
$RQOBS,000046.8095,39243,538,*74
$RQOBS,000046.8211,39307,370,*71
$RQOBS,000046.8327,39268,254,*7A
$RQOBS,000046.8443,39190,334,*7C
$RQOBS,000046.8559,39352,300,*7D
$RQOBS,000046.8675,39320,237,*70
$RQOBS,000046.8791,39279,344,*73
$RQOBS,000046.8908,39264,305,*74
$RQOBS,000046.9024,39104,218,*7A
$RQOBS,000046.9140,39187,224,*7D
$RQOBS,000046.9256,39249,237,*7A
$RQOBS,000046.9372,39328,310,*7F
$RQOBS,000046.9488,39336,275,*70
$RQOBS,000046.9604,39264,176,*70
$RQOBS,000046.9720,39375,211,*74
$RQOBS,000046.9836,39381,308,*7E
$RQOBS,000046.9952,39199,291,*77
$RQOBS,000047.0068,39133,272,*72
$RQOBS,000047.0183,39319,160,*7C
$RQOBS,000047.0299,39296,176,*75
$RQOBS,000047.0416,39283,327,*76
$RQOBS,000047.0532,39392,423,*73
$RQOBS,000047.0648,39226,381,*7C
$RQOBS,000047.0764,39162,153,*7D
$RQOBS,000047.0880,39222,265,*79
$RQOBS,000047.0996,39442,260,*7A
$RQOBS,000047.1112,39303,178,*77
$RQOBS,000047.1228,39211,371,*74
$RQOBS,000047.1344,39145,338,*70
$RQOBS,000047.1460,39079,264,*77
$RQOBS,000047.1576,39191,361,*72
$RQOBS,000047.1692,39193,345,*7F
$RQOBS,000047.1808,39221,333,*79
$RQOBS,000047.1924,39355,145,*77
$RQOBS,000047.2040,39401,116,*7F
$RQOBS,000047.2156,39314,184,*71
$RQOBS,000047.2272,39251,338,*71
$RQOBS,000047.2388,39181,384,*7C
$RQOBS,000047.2504,39298,263,*7D
$RQOBS,000047.2620,39401,366,*7A
$RQOBS,000047.2736,39431,263,*7B
$RQOBS,000047.2852,39321,196,*79
$RQOBS,000047.2968,39294,252,*75
$RQOBS,000047.3084,39189,269,*78
$RQOBS,000047.3200,39106,408,*70
$RQOBS,000047.3316,39124,348,*75
$RQOBS,000047.3432,39126,222,*7B
$RQOBS,000047.3548,39168,373,*78
$RQOBS,000047.3664,39189,427,*7C
$RQOBS,000047.3780,39286,258,*75
$RQOBS,000047.3896,39179,137,*74
$RQOBS,000047.4012,39203,233,*7E
$RQOBS,000047.4128,39401,177,*71
$RQOBS,000047.4244,39380,167,*77
$RQOBS,000047.4360,39322,186,*77
$RQOBS,000047.4476,39375,146,*79
$RQOBS,000047.4592,39275,92,*4B
$RQOBS,000047.4708,39275,346,*70
$RQOBS,000047.4825,39230,337,*77
$RQOBS,000047.4940,39217,363,*71
$RQOBS,000047.5056,39264,518,*70
$RQOBS,000047.5172,39368,636,*75
$RQOBS,000047.5288,39304,416,*79
$RQOBS,000047.5404,39331,74,*4D
$RQOBS,000047.5520,39378,88,*44
$RQOBS,000047.5636,39443,337,*78
$RQOBS,000047.5752,39439,289,*72
$RQOBS,000047.5868,39254,89,*4B
$RQOBS,000047.5984,39228,226,*74
$RQOBS,000047.6100,39266,292,*76
$RQOBS,000047.6216,39287,425,*77
$RQOBS,000047.6332,39313,487,*74
$RQOBS,000047.6448,39291,377,*7D
$RQOBS,000047.6564,39295,451,*75
$RQOBS,000047.6680,39336,407,*77
$RQOBS,000047.6796,39378,457,*7E
$RQOBS,000047.6913,39345,233,*77
$RQOBS,000047.7028,39282,268,*73
$RQOBS,000047.7145,39349,225,*76
$RQOBS,000047.7261,39349,250,*71
$RQOBS,000047.7377,39313,397,*72
$RQOBS,000047.7493,39186,418,*71
$RQOBS,000047.7609,39224,471,*74
$RQOBS,000047.7725,39362,413,*7C
$RQOBS,000047.7841,39384,467,*7A
$RQOBS,000047.7957,39208,384,*73
$RQOBS,000047.8073,39152,126,*75
$RQOBS,000047.8189,39206,244,*74
$RQOBS,000047.8305,39169,483,*75
$RQOBS,000047.8421,39217,461,*72
$RQOBS,000047.8537,39234,436,*77
$RQOBS,000047.8653,39299,320,*71
$RQOBS,000047.8769,39288,270,*7D
$RQOBS,000047.8885,39391,405,*7D
$RQOBS,000047.9001,39251,633,*72
$RQOBS,000047.9117,39258,454,*7E
$RQOBS,000047.9233,39267,121,*70
$RQOBS,000047.9349,39223,153,*79
$RQOBS,000047.9465,39323,395,*79
$RQOBS,000047.9581,39316,340,*7C
$RQOBS,000047.9697,39347,447,*7C
$RQOBS,000047.9813,39251,634,*7E
$RQOBS,000047.9929,39273,346,*76
$RQOBS,000048.0045,39305,303,*72
$RQOBS,000048.0160,39372,283,*7D
$RQOBS,000048.0277,39372,235,*75
$RQOBS,000048.0393,39385,52,*45
$RQOBS,000048.0508,39350,178,*70
$RQOBS,000048.0625,39198,241,*73
$RQOBS,000048.0741,39314,147,*73
$RQOBS,000048.0857,39479,24,*43
$RQOBS,000048.0973,39360,159,*70
$RQOBS,000048.1089,39236,422,*76
$RQOBS,000048.1205,39380,401,*7D
$RQOBS,000048.1321,39545,228,*78
$RQOBS,000048.1437,39465,242,*77
$RQOBS,000048.1553,39316,383,*7B
$RQOBS,000048.1669,39318,385,*79
$RQOBS,000048.1785,39269,175,*70
$RQOBS,000048.1901,39181,254,*77
$RQOBS,000048.2017,39141,142,*72
$RQOBS,000048.2133,39188,229,*7E
$RQOBS,000048.2249,39261,263,*7A
$RQOBS,000048.2365,39427,350,*70
$RQOBS,000048.2481,39519,330,*77
$RQOBS,000048.2597,39402,230,*7B
$RQOBS,000048.2713,39339,261,*7E
$RQOBS,000048.2829,39290,291,*75
$RQOBS,000048.2945,39272,194,*74
$RQOBS,000048.3061,39236,174,*74
$RQOBS,000048.3177,39310,389,*77
$RQOBS,000048.3293,39323,280,*76
$RQOBS,000048.3409,39335,86,*40
$RQOBS,000048.3525,39365,83,*4F
$RQOBS,000048.3641,39336,254,*70
$RQOBS,000048.3757,39298,419,*7C
$RQOBS,000048.3873,39298,276,*7A
$RQOBS,000048.3989,39252,108,*72
$RQOBS,000048.4105,39164,181,*7E
$RQOBS,000048.4222,39244,111,*70
$RQOBS,000048.4337,39290,68,*43
$RQOBS,000048.4453,39220,213,*73
$RQOBS,000048.4569,39370,370,*7B
$RQOBS,000048.4685,39490,278,*7A
$RQOBS,000048.4801,39327,-2,*51
$RQOBS,000048.4917,39193,134,*73
$RQOBS,000048.5033,39314,297,*7A
$RQOBS,000048.5149,39328,226,*73
$RQOBS,000048.5265,39170,147,*75
$RQOBS,000048.5381,39219,99,*40
$RQOBS,000048.5497,39232,-91,*6C
$RQOBS,000048.5613,39286,-17,*63
$RQOBS,000048.5729,39214,214,*7C
$RQOBS,000048.5845,39276,119,*73
$RQOBS,000048.5961,39405,164,*7C
$RQOBS,000048.6077,39313,209,*79
$RQOBS,000048.6193,39271,332,*7E
$RQOBS,000048.6309,39338,287,*7C
$RQOBS,000048.6426,39257,143,*75
$RQOBS,000048.6541,39212,112,*70
$RQOBS,000048.6657,39110,148,*7A
$RQOBS,000048.6773,39260,234,*71
$RQOBS,000048.6889,39383,115,*77
$RQOBS,000048.7005,39255,229,*7C
$RQOBS,000048.7122,39210,345,*72
$RQOBS,000048.7238,39316,354,*7D
$RQOBS,000048.7354,39409,366,*7E
$RQOBS,000048.7470,39332,381,*79
$RQOBS,000048.7586,39361,406,*7F
$RQOBS,000048.7702,39321,379,*7A
$RQOBS,000048.7818,39288,103,*73
$RQOBS,000048.7934,39195,27,*44
$RQOBS,000048.8049,39160,28,*4D
$RQOBS,000048.8165,39227,315,*7F
$RQOBS,000048.8282,39193,384,*71
$RQOBS,000048.8398,39160,269,*75
$RQOBS,000048.8514,39343,202,*79
$RQOBS,000048.8630,39367,256,*7B
$RQOBS,000048.8746,39269,248,*7B
$RQOBS,000048.8862,39225,321,*74
$RQOBS,000048.8978,39226,384,*72
$RQOBS,000048.9094,39319,496,*71
$RQOBS,000048.9210,39231,535,*7C
$RQOBS,000048.9326,39290,358,*7E
$RQOBS,000048.9442,39415,345,*7C
$RQOBS,000048.9558,39340,448,*7B
$RQOBS,000048.9674,39284,326,*70
$RQOBS,000048.9790,39287,370,*7B
$RQOBS,000048.9906,39306,447,*71
$RQOBS,000049.0022,39387,283,*71
$RQOBS,000049.0138,39481,99,*43
$RQOBS,000049.0253,39394,101,*7E
$RQOBS,000049.0370,39302,111,*70
$RQOBS,000049.0486,39432,245,*78
$RQOBS,000049.0602,39404,352,*74
$RQOBS,000049.0718,39398,387,*74
$RQOBS,000049.0834,39376,440,*79
$RQOBS,000049.0950,39255,451,*7A
$RQOBS,000049.1066,39324,143,*76
$RQOBS,000049.1182,39157,217,*79
$RQOBS,000049.1298,39040,405,*73
$RQOBS,000049.1414,39151,269,*7C
$RQOBS,000049.1530,39274,221,*73
$RQOBS,000049.1646,39244,203,*72
$RQOBS,000049.1762,39265,14,*42
$RQOBS,000049.1878,39274,2,*71
$RQOBS,000049.1994,39371,201,*77
$RQOBS,000049.2110,39415,301,*74
$RQOBS,000049.2226,39288,213,*72
$RQOBS,000049.2342,39268,94,*42
$RQOBS,000049.2458,39276,183,*76
$RQOBS,000049.2574,39161,199,*77
$RQOBS,000049.2690,39182,179,*7D
$RQOBS,000049.2806,39195,54,*44
$RQOBS,000049.2922,39251,-131,*57
$RQOBS,000049.3038,39356,-129,*5B
$RQOBS,000049.3154,39415,87,*48
$RQOBS,000049.3270,39207,109,*7F
$RQOBS,000049.3386,39232,10,*48
$RQOBS,000049.3502,39139,-45,*67
$RQOBS,000049.3619,39203,118,*70
$RQOBS,000049.3734,39319,391,*77
$RQOBS,000049.3850,39339,418,*7E
$RQOBS,000049.3966,39324,274,*7A
$RQOBS,000049.4082,39368,271,*73
$RQOBS,000049.4198,39365,264,*70
$RQOBS,000049.4314,39270,234,*76
$RQOBS,000049.4430,39311,118,*7C
$RQOBS,000049.4546,39303,63,*42
$RQOBS,000049.4662,39263,71,*43
$RQOBS,000049.4778,39211,41,*4F
$RQOBS,000049.4894,39167,135,*72
$RQOBS,000049.5010,39308,253,*7F
$RQOBS,000049.5126,39493,169,*74
$RQOBS,000049.5242,39448,73,*49
$RQOBS,000049.5358,39262,46,*4B
$RQOBS,000049.5474,39161,40,*44
$RQOBS,000049.5590,39201,219,*74
$RQOBS,000049.5706,39224,120,*77
$RQOBS,000049.5822,39282,10,*40
$RQOBS,000049.5938,39330,254,*70
$RQOBS,000049.6054,39183,271,*7D
$RQOBS,000049.6170,39233,300,*75
$RQOBS,000049.6286,39245,210,*7E
$RQOBS,000049.6402,39177,316,*71
$RQOBS,000049.6518,39113,277,*7F
$RQOBS,000049.6634,39238,200,*78
$RQOBS,000049.6750,39200,149,*7E
$RQOBS,000049.6866,39183,7,*77
$RQOBS,000049.6981,39215,165,*76
$RQOBS,000049.7098,39217,246,*76
$RQOBS,000049.7214,39163,318,*7A
$RQOBS,000049.7330,39188,423,*77
$RQOBS,000049.7446,39274,364,*75
$RQOBS,000049.7562,39353,268,*7B
$RQOBS,000049.7678,39237,395,*73
$RQOBS,000049.7794,39229,340,*77
$RQOBS,000049.7910,39161,41,*48
$RQOBS,000049.8025,39220,89,*4A
$RQOBS,000049.8141,39297,108,*7D
$RQOBS,000049.8258,39255,-28,*66
$RQOBS,000049.8374,39322,-4,*56
$RQOBS,000049.8489,39328,259,*7E
$RQOBS,000049.8606,39355,379,*72
$RQOBS,000049.8722,39381,247,*70
$RQOBS,000049.8838,39326,408,*74
$RQOBS,000049.8954,39391,563,*7F
$RQOBS,000049.9070,39322,523,*7D
$RQOBS,000049.9186,39317,387,*7B
$RQOBS,000049.9302,39367,424,*7C
$RQOBS,000049.9418,39308,413,*7D
$RQOBS,000049.9533,39294,446,*71
$RQOBS,000049.9650,39342,261,*7E
$RQOBS,000049.9765,39200,141,*7F
$RQOBS,000049.9881,39266,293,*76
$RQOBS,000049.9998,39360,373,*77
$RQOBS,000050.0114,39432,199,*7C
$RQOBS,000050.0229,39284,-49,*6B
$RQOBS,000050.0345,39304,-180,*5D
$RQOBS,000050.0461,39351,-119,*5C
$RQOBS,000050.0577,39407,-63,*62
$RQOBS,000050.0693,39255,34,*45
$RQOBS,000050.0809,39309,105,*73
$RQOBS,000050.0925,39302,79,*4D
$RQOBS,000050.1041,39276,219,*71
$RQOBS,000050.1157,39225,375,*7A
$RQOBS,000050.1273,39191,60,*44
$RQOBS,000050.1389,39287,-108,*56
$RQOBS,000050.1505,39458,-140,*5C
$RQOBS,000050.1621,39424,-120,*54
$RQOBS,000050.1737,39255,103,*7E
$RQOBS,000050.1853,39181,296,*76
$RQOBS,000050.1969,39230,329,*72
$RQOBS,000050.2085,39143,311,*76
$RQOBS,000050.2201,39192,30,*44
$RQOBS,000050.2317,39285,77,*44
$RQOBS,000050.2433,39328,295,*7D
$RQOBS,000050.2549,39280,357,*7D
$RQOBS,000050.2665,39349,387,*79
$RQOBS,000050.2781,39266,265,*73
$RQOBS,000050.2897,39248,241,*71
$RQOBS,000050.3013,39295,337,*74
$RQOBS,000050.3129,39270,232,*73
$RQOBS,000050.3245,39252,378,*75
$RQOBS,000050.3361,39175,311,*7B
$RQOBS,000050.3477,39248,130,*77
$RQOBS,000050.3593,39339,62,*4D
$RQOBS,000050.3709,39321,195,*7C
$RQOBS,000050.3825,39298,304,*74
$RQOBS,000050.3941,39320,86,*4C
$RQOBS,000050.4057,39263,70,*4A
$RQOBS,000050.4173,39230,177,*7D
$RQOBS,000050.4289,39297,75,*45
$RQOBS,000050.4405,39279,183,*7F
$RQOBS,000050.4521,39327,403,*7F
$RQOBS,000050.4637,39274,204,*7D
$RQOBS,000050.4753,39326,122,*7F
$RQOBS,000050.4869,39221,182,*75
$RQOBS,000050.4985,39134,58,*47
$RQOBS,000050.5100,39219,90,*4B
$RQOBS,000050.5216,39146,277,*7D
$RQOBS,000050.5333,39235,336,*78
$RQOBS,000050.5449,39256,385,*7F
$RQOBS,000050.5565,39365,344,*7C
$RQOBS,000050.5681,39313,259,*79
$RQOBS,000050.5797,39286,338,*74
$RQOBS,000050.5913,39398,431,*76
$RQOBS,000050.6029,39312,363,*77
$RQOBS,000050.6144,39338,217,*77
$RQOBS,000050.6260,39397,253,*77
$RQOBS,000050.6376,39462,140,*7D
$RQOBS,000050.6492,39350,246,*73
$RQOBS,000050.6608,39300,356,*77
$RQOBS,000050.6724,39217,266,*7D
$RQOBS,000050.6840,39139,138,*77
$RQOBS,000050.6956,39317,-10,*69
$RQOBS,000050.7072,39324,-13,*64
$RQOBS,000050.7188,39250,152,*7B
$RQOBS,000050.7304,39213,259,*72
$RQOBS,000050.7420,39250,218,*71
$RQOBS,000050.7536,39266,368,*74
$RQOBS,000050.7652,39325,192,*74
$RQOBS,000050.7770,39352,162,*7A
$RQOBS,000050.7884,39334,264,*7B
$RQOBS,000050.8000,39131,41,*42
$RQOBS,000050.8116,39243,51,*43
$RQOBS,000050.8232,39429,305,*7E
$RQOBS,000050.8348,39376,298,*7A
$RQOBS,000050.8464,39363,96,*4B
$RQOBS,000050.8580,39321,80,*41
$RQOBS,000050.8696,39277,291,*75
$RQOBS,000050.8812,39326,357,*79
$RQOBS,000050.8928,39264,354,*75
$RQOBS,000050.9044,39271,401,*74
$RQOBS,000050.9160,39374,375,*73
$RQOBS,000050.9276,39341,398,*72
$RQOBS,000050.9392,39313,311,*7F
$RQOBS,000050.9508,39226,276,*7D
$RQOBS,000050.9624,39238,95,*40
$RQOBS,000050.9740,39245,40,*41
$RQOBS,000050.9856,39405,128,*74
$RQOBS,000050.9972,39359,192,*7C
$RQOBS,000051.0088,39300,86,*40
$RQOBS,000051.0203,39273,-29,*6C
$RQOBS,000051.0320,39232,67,*4E
$RQOBS,000051.0436,39219,143,*70
$RQOBS,000051.0552,39080,279,*7B
$RQOBS,000051.0668,39012,421,*71
$RQOBS,000051.0784,39169,525,*7A
$RQOBS,000051.0900,39340,353,*76
$RQOBS,000051.1016,39305,303,*7D
$RQOBS,000051.1132,39092,191,*7E
$RQOBS,000051.1248,39198,147,*70
$RQOBS,000051.1364,39364,264,*7C
$RQOBS,000051.1480,39307,120,*77
$RQOBS,000051.1596,39296,174,*79
$RQOBS,000051.1712,39212,288,*7B
$RQOBS,000051.1828,39302,254,*7C
$RQOBS,000051.1944,39335,158,*7C
$RQOBS,000051.2060,39208,243,*76
$RQOBS,000051.2176,39176,241,*78
$RQOBS,000051.2292,39189,136,*72
$RQOBS,000051.2408,39309,145,*79
$RQOBS,000051.2525,39438,91,*4A
$RQOBS,000051.2639,39339,98,*4B
$RQOBS,000051.2755,39380,202,*73
$RQOBS,000051.2872,39340,340,*72
$RQOBS,000051.2988,39228,183,*74
$RQOBS,000051.3104,39284,117,*72
$RQOBS,000051.3220,39313,255,*7D
$RQOBS,000051.3335,39281,314,*76
$RQOBS,000051.3451,39257,289,*7D
$RQOBS,000051.3568,39239,188,*7C
$RQOBS,000051.3683,39153,231,*74
$RQOBS,000051.3799,39284,221,*76
$RQOBS,000051.3915,39339,187,*74
$RQOBS,000051.4031,39316,201,*7C
$RQOBS,000051.4147,39339,288,*70
$RQOBS,000051.4263,39427,321,*7F
$RQOBS,000051.4379,39344,265,*76
$RQOBS,000051.4495,39182,69,*45
$RQOBS,000051.4611,39199,-5,*56
$RQOBS,000051.4727,39178,248,*7B
$RQOBS,000051.4843,39208,243,*79
$RQOBS,000051.4959,39341,314,*7C
$RQOBS,000051.5075,39389,221,*79
$RQOBS,000051.5191,39332,230,*72
$RQOBS,000051.5307,39352,255,*7A
$RQOBS,000051.5423,39325,167,*79
$RQOBS,000051.5539,39243,165,*70
$RQOBS,000051.5655,39275,136,*7A
$RQOBS,000051.5771,39244,12,*48
$RQOBS,000051.5886,39269,18,*4A
$RQOBS,000051.6002,39320,128,*73
$RQOBS,000051.6119,39273,66,*44
$RQOBS,000051.6234,39263,187,*77
$RQOBS,000051.6351,39274,356,*7D
$RQOBS,000051.6466,39405,361,*7A
$RQOBS,000051.6582,39315,263,*74
$RQOBS,000051.6698,39257,295,*72
$RQOBS,000051.6814,39341,283,*79
$RQOBS,000051.6930,39353,155,*75
$RQOBS,000051.7046,39284,225,*73
$RQOBS,000051.7162,39061,192,*72
$RQOBS,000051.7278,39125,274,*70
$RQOBS,000051.7394,39225,251,*77
$RQOBS,000051.7510,39307,382,*73
$RQOBS,000051.7626,39278,351,*72
$RQOBS,000051.7742,39199,235,*7E
$RQOBS,000051.7858,39244,163,*79
$RQOBS,000051.7974,39343,111,*75
$RQOBS,000051.8090,39364,177,*7C
$RQOBS,000051.8206,39319,326,*7D
$RQOBS,000051.8322,39372,106,*77
$RQOBS,000051.8438,39426,157,*79
$RQOBS,000051.8554,39248,244,*7D
$RQOBS,000051.8670,39273,300,*71
$RQOBS,000051.8786,39328,63,*40
$RQOBS,000051.8901,39322,-36,*66
$RQOBS,000051.9017,39331,217,*77
$RQOBS,000051.9134,39238,229,*72
$RQOBS,000051.9250,39294,212,*7D
$RQOBS,000051.9366,39360,49,*4F
$RQOBS,000051.9481,39240,27,*4A
$RQOBS,000051.9597,39208,179,*7A
$RQOBS,000051.9713,39280,301,*79
$RQOBS,000051.9829,39294,231,*78
$RQOBS,000051.9945,39357,169,*73
$RQOBS,000052.0061,39436,51,*4C
$RQOBS,000052.0177,39349,5,*74
$RQOBS,000052.0293,39279,177,*7B
$RQOBS,000052.0409,39217,270,*72
$RQOBS,000052.0525,39169,238,*7B
$RQOBS,000052.0641,39095,193,*7A
$RQOBS,000052.0757,39222,299,*7B
$RQOBS,000052.0873,39222,245,*73
$RQOBS,000052.0989,39400,44,*42
$RQOBS,000052.1105,39506,18,*41
$RQOBS,000052.1221,39344,181,*75
$RQOBS,000052.1337,39283,122,*70
$RQOBS,000052.1453,39262,253,*7F
$RQOBS,000052.1569,39355,213,*76
$RQOBS,000052.1685,39321,0,*74
$RQOBS,000052.1800,39204,-74,*6F
$RQOBS,000052.1917,39121,136,*76
$RQOBS,000052.2034,39083,102,*73
$RQOBS,000052.2149,39225,210,*76
$RQOBS,000052.2265,39369,105,*75
$RQOBS,000052.2381,39402,176,*70
$RQOBS,000052.2497,39352,95,*4E
$RQOBS,000052.2613,39184,-88,*68
$RQOBS,000052.2729,39153,-122,*5B
$RQOBS,000052.2845,39261,-156,*5F
$RQOBS,000052.2961,39238,-21,*65
$RQOBS,000052.3077,39285,96,*4D
$RQOBS,000052.3193,39336,3,*73
$RQOBS,000052.3309,39324,38,*49
$RQOBS,000052.3425,39329,168,*79
$RQOBS,000052.3541,39227,165,*78
$RQOBS,000052.3657,39267,29,*41
$RQOBS,000052.3773,39288,64,*4E
$RQOBS,000052.3889,39341,150,*76
$RQOBS,000052.4005,39274,-5,*56
$RQOBS,000052.4121,39214,60,*49
$RQOBS,000052.4237,39263,125,*7D
$RQOBS,000052.4353,39316,132,*7B
$RQOBS,000052.4469,39408,230,*7C
$RQOBS,000052.4585,39401,172,*73
$RQOBS,000052.4701,39236,-58,*6B
$RQOBS,000052.4817,39264,-104,*5C
$RQOBS,000052.4933,39272,-42,*6F
$RQOBS,000052.5049,39199,12,*44
$RQOBS,000052.5165,39358,-38,*61
$RQOBS,000052.5281,39271,163,*70
$RQOBS,000052.5397,39158,144,*7B
$RQOBS,000052.5513,39188,-17,*66
$RQOBS,000052.5629,39229,-15,*66
$RQOBS,000052.5745,39399,180,*77
$RQOBS,000052.5861,39386,227,*7E
$RQOBS,000052.5977,39381,161,*7E
$RQOBS,000052.6093,39243,41,*42
$RQOBS,000052.6209,39230,23,*43
$RQOBS,000052.6325,39253,182,*73
$RQOBS,000052.6441,39090,346,*71
$RQOBS,000052.6557,39099,174,*7D
$RQOBS,000052.6673,39280,63,*45
$RQOBS,000052.6789,39356,-7,*54
$RQOBS,000052.6905,39351,152,*75
$RQOBS,000052.7021,39315,183,*77
$RQOBS,000052.7137,39274,222,*7F
$RQOBS,000052.7253,39299,265,*7E
$RQOBS,000052.7369,39290,336,*78
$RQOBS,000052.7485,39181,338,*70
$RQOBS,000052.7601,39176,202,*7E
$RQOBS,000052.7717,39191,154,*71
$RQOBS,000052.7833,39204,176,*77
$RQOBS,000052.7949,39216,90,*41
$RQOBS,000052.8065,39113,87,*49
$RQOBS,000052.8181,39176,125,*78
$RQOBS,000052.8297,39298,227,*7E
$RQOBS,000052.8413,39226,390,*7C
$RQOBS,000052.8529,39191,337,*76
$RQOBS,000052.8645,39332,204,*75
$RQOBS,000052.8761,39439,233,*7A
$RQOBS,000052.8877,39273,110,*78
$RQOBS,000052.8992,39189,268,*78
$RQOBS,000052.9109,39281,294,*7B
$RQOBS,000052.9225,39249,223,*7E
$RQOBS,000052.9340,39215,231,*76
$RQOBS,000052.9456,39263,73,*43
$RQOBS,000052.9572,39296,65,*49
$RQOBS,000052.9688,39362,114,*72
$RQOBS,000052.9804,39306,173,*7B
$RQOBS,000052.9920,39279,214,*77
$RQOBS,000053.0036,39345,206,*7C
$RQOBS,000053.0152,39327,243,*7A
$RQOBS,000053.0268,39194,167,*7F
$RQOBS,000053.0384,39349,282,*76
$RQOBS,000053.0500,39353,327,*79
$RQOBS,000053.0616,39383,244,*74
$RQOBS,000053.0732,39334,297,*71
$RQOBS,000053.0848,39346,217,*7E
$RQOBS,000053.0963,39478,130,*7A
$RQOBS,000053.1079,39436,65,*42
$RQOBS,000053.1195,39352,177,*76
$RQOBS,000053.1311,39215,343,*7F
$RQOBS,000053.1427,39337,154,*78
$RQOBS,000053.1544,39346,14,*4F
$RQOBS,000053.1659,39315,180,*7A
$RQOBS,000053.1775,39286,122,*76
$RQOBS,000053.1891,39351,138,*73
$RQOBS,000053.2007,39435,395,*77
$RQOBS,000053.2123,39346,213,*7C
$RQOBS,000053.2239,39162,94,*4D
$RQOBS,000053.2355,39118,37,*42
$RQOBS,000053.2471,39267,-17,*67
$RQOBS,000053.2587,39377,160,*73
$RQOBS,000053.2703,39388,264,*7A
$RQOBS,000053.2819,39309,183,*7D
$RQOBS,000053.2935,39198,77,*42
$RQOBS,000053.3051,39358,106,*71
$RQOBS,000053.3167,39342,165,*7B
$RQOBS,000053.3283,39195,220,*78
$RQOBS,000053.3399,39166,262,*78
$RQOBS,000053.3515,39104,220,*78
$RQOBS,000053.3630,39198,176,*79
$RQOBS,000053.3746,39406,55,*4B
$RQOBS,000053.3862,39366,158,*7F
$RQOBS,000053.3978,39108,225,*76
$RQOBS,000053.4094,39039,137,*79
$RQOBS,000053.4210,39206,-5,*54
$RQOBS,000053.4326,39206,-54,*64
$RQOBS,000053.4442,39405,73,*4C
$RQOBS,000053.4558,39287,34,*49
$RQOBS,000053.4674,39376,-24,*67
$RQOBS,000053.4790,39458,37,*48
$RQOBS,000053.4906,39357,320,*74
$RQOBS,000053.5022,39287,222,*75
$RQOBS,000053.5138,39324,266,*77
$RQOBS,000053.5254,39147,135,*7C
$RQOBS,000053.5370,39157,115,*78
$RQOBS,000053.5486,39226,17,*40
$RQOBS,000053.5602,39173,58,*46
$RQOBS,000053.5718,39208,36,*4B
$RQOBS,000053.5833,39355,189,*71
$RQOBS,000053.5950,39409,84,*47
$RQOBS,000053.6065,39267,-5,*51
$RQOBS,000053.6181,39166,144,*71
$RQOBS,000053.6298,39215,-45,*60
