# Observable : F
# Unit       : none
# ID         : 0
#
# Calibration
#
# fitting function : linear
# parameters :
#
# a*x+b
# a = 0.00044840
# b = -9.76000000
# recorded events : 137071
#
0.060900  20.898902
0.123100  20.878275
0.134400  20.933877
0.145700  20.855407
0.157000  20.810567
0.168300  20.882311
0.179600  20.928944
0.190900  20.901144
0.202100  20.913250
0.213400  20.939706
0.224700  20.883656
0.236000  20.896211
0.247300  20.908318
0.258600  20.876482
0.269900  20.800254
0.281200  20.817293
0.292500  20.858994
0.303800  20.930290
0.315100  20.962126
0.326400  20.898902
0.337700  20.946880
0.349000  20.998446
0.360300  20.953606
0.371600  20.847784
0.382900  20.828054
0.394200  20.926254
0.405500  20.839713
0.416800  20.850923
0.428100  20.869307
0.439300  20.856304
0.450600  20.906524
0.461900  20.951813
0.473200  21.011898
0.484500  20.959436
0.495800  20.878724
0.507100  20.893521
0.518400  20.876033
0.529700  20.878724
0.541000  20.894418
0.552300  20.833884
0.563600  20.928048
0.574900  20.945984
0.586200  20.911457
0.597500  20.885450
0.608800  20.972439
0.620100  20.996653
0.631400  20.983201
0.642700  20.910112
0.654000  20.839264
0.665300  20.955848
0.676600  20.974681
0.687800  20.887243
0.699100  20.908318
0.710400  20.899798
0.721700  20.913250
0.733000  20.933428
0.744300  20.934325
0.755600  20.900247
0.766900  20.902040
0.778200  20.853165
0.789700  20.848232
0.801300  20.918183
0.812900  20.915941
0.824400  20.912354
0.836000  20.877827
0.847600  20.828503
0.859100  20.858097
0.870700  20.880517
0.882300  20.906524
0.893800  20.891279
0.905400  20.882311
0.917000  20.954055
0.928600  20.955400
0.940100  20.971094
0.951700  20.993066
0.963300  20.876482
0.974800  20.842403
0.986400  20.906076
0.998000  20.954952
1.009500  20.901592
1.021100  20.888588
1.032600  20.925357
1.044200  20.882311
1.055800  20.923115
1.067400  20.921770
1.078900  20.908766
1.090500  20.917734
1.102100  20.885898
1.113600  20.870652
1.125200  20.963471
1.136800  20.936567
1.148400  20.898902
1.159900  20.914596
1.171500  20.842852
1.183100  20.898902
1.194600  20.947329
1.206200  20.967058
1.217800  20.963471
1.229300  20.952710
1.240900  20.951364
1.252500  20.923115
1.264000  20.870652
1.275600  20.822674
1.287200  20.787250
1.298800  20.890382
1.310300  20.983201
1.321900  20.950916
1.333500  20.902937
1.345000  20.872446
1.356600  20.915044
1.368100  20.931186
1.379700  20.923564
1.391300  20.939706
1.402900  20.871998
1.414400  20.895314
